faixa_idade,genero,raca,regiao,escolaridade,situacao_trabalho,cargo,nivel,salario,tempo_experiencia_dados,tempo_experiencia_ti,satisfacao,salario_num,latitude,longitude
17-21,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,1500,-20.0,-44.0
17-21,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,1500,-20.0,-44.0
17-21,Feminino,Parda,Sudeste,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Product Manager,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-20.0,-44.0
17-21,Feminino,Branca,Sudeste,Estudante de Graduação,Estagiário,Engenheiro de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,True,3500,-20.0,-44.0
17-21,Masculino,Preta,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
17-21,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-20.0,-44.0
17-21,Masculino,Amarela,Sudeste,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,True,3500,-20.0,-44.0
17-21,Masculino,Parda,Nordeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,True,2500,-8.0,-38.0
17-21,Masculino,Preta,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 3 a 4 anos,True,3500,-27.0,-51.0
17-21,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-27.0,-51.0
17-21,Feminino,Parda,Sul,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-27.0,-51.0
17-21,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,3500,-27.0,-51.0
17-21,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
17-21,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Analista de Suporte,Júnior,Menos de R$ 1.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,500,-20.0,-44.0
17-21,Masculino,Parda,Sudeste,Graduação/Bacharelado,Estagiário,Engenheiro de Dados,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,500,-20.0,-44.0
17-21,Feminino,Parda,Nordeste,Estudante de Graduação,Estagiário,Analista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,1500,-8.0,-38.0
17-21,Masculino,Preta,Centro-oeste,Não tenho graduação formal,Empregado (CLT),Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-15.0,-52.0
17-21,Masculino,Branca,Centro-oeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-15.0,-52.0
17-21,Feminino,Branca,Nordeste,Graduação/Bacharelado,Estagiário,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 1 a 2 anos,False,1500,-8.0,-38.0
17-21,Masculino,Preta,Nordeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-8.0,-38.0
17-21,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Desenvolvedor,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,False,3500,-27.0,-51.0
17-21,Feminino,Preta,Sudeste,Estudante de Graduação,Estagiário,Desenvolvedor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,de 1 a 2 anos,False,1500,-20.0,-44.0
17-21,Masculino,Parda,Sul,Pós-graduação,Empregado (CLT),Analista de Suporte,Pleno,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,2500,-27.0,-51.0
22-24,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,2500,-27.0,-51.0
22-24,Feminino,Preta,Sudeste,Mestrado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Pós-graduação,Servidor Público,Outro,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,False,3500,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,True,3500,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,2500,-20.0,-44.0
22-24,Masculino,Parda,Sudeste,Estudante de Graduação,Estagiário,Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,True,2500,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
22-24,Masculino,Amarela,Sul,Estudante de Graduação,Estagiário,Analista de BI,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,500,-27.0,-51.0
22-24,Masculino,Amarela,Sudeste,Estudante de Graduação,Estagiário,Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 1 a 2 anos,False,2500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Analytics Engineer,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Menos de 1 ano,True,2500,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Masculino,Preta,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-8.0,-38.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-27.0,-51.0
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
22-24,Masculino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Estudante de Graduação,Empreendedor ou Empregado (CNPJ),Outras Engenharias,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,5000,-8.0,-38.0
22-24,Masculino,Branca,Nordeste,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-8.0,-38.0
22-24,Masculino,Branca,Nordeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,True,3500,-8.0,-38.0
22-24,Masculino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
22-24,Masculino,Parda,Sul,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-27.0,-51.0
22-24,Masculino,Branca,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-15.0,-52.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,10000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,2500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,3500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,de 1 a 2 anos,False,3500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Estagiário,Analytics Engineer,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Freelancer,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-27.0,-51.0
22-24,Feminino,Parda,Sudeste,Estudante de Graduação,Estagiário,Outro,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,de 3 a 4 anos,False,1500,-20.0,-44.0
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-27.0,-51.0
22-24,Feminino,Branca,Sudeste,Graduação/Bacharelado,Estagiário,Desenvolvedor,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Menos de 1 ano,False,1500,-20.0,-44.0
22-24,Masculino,Parda,Sudeste,Estudante de Graduação,Empregado (CLT),Outro,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,2500,-20.0,-44.0
22-24,Masculino,Parda,Nordeste,Estudante de Graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Eng. Machine Learning,Pleno,de R$ 30.001/mês a R$ 40.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,35000,-8.0,-38.0
22-24,Feminino,Preta,Sudeste,Mestrado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
22-24,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,5000,-20.0,-44.0
22-24,Feminino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,True,2500,-27.0,-51.0
22-24,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Eng. Machine Learning,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,7000,-27.0,-51.0
22-24,Feminino,Parda,Sul,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,de 1 a 2 anos,False,1500,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Cientista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,True,10000,-20.0,-44.0
22-24,Masculino,Branca,Nordeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Cientista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,True,5000,-20.0,-44.0
22-24,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Suporte,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,True,5000,-27.0,-51.0
22-24,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,de 1 a 2 anos,True,2500,-27.0,-51.0
22-24,Masculino,Branca,Nordeste,Estudante de Graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-8.0,-38.0
22-24,Masculino,Parda,Sudeste,Estudante de Graduação,Estagiário,Analista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,1500,-20.0,-44.0
22-24,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
22-24,Feminino,Branca,Nordeste,Estudante de Graduação,Empregado (CLT),Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-8.0,-38.0
22-24,Masculino,Preta,Sudeste,Estudante de Graduação,Empregado (CLT),Desenvolvedor,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
22-24,Masculino,Branca,Sul,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
22-24,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
